"8" ,1 ,"1.1,1.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,573 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"FOR" ,"307152" ,"NP" ,109 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"FOR" ,"307152" ,"NP" ,11 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"FOR" ,"307152" ,"NP" ,3 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"FOR" ,"307152" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"FOR" ,"307152" ,"NP" ,123 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"AGAINST" ,"307151" ,"NP" ,90 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"AGAINST" ,"307151" ,"NP" ,10 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"AGAINST" ,"307151" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"AGAINST" ,"307151" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT B" ,"307150" ,"NP" ,"AGAINST" ,"307151" ,"NP" ,100 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,573 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"FOR" ,"307202" ,"NP" ,83 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"FOR" ,"307202" ,"NP" ,11 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"FOR" ,"307202" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"FOR" ,"307202" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"FOR" ,"307202" ,"NP" ,95 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"AGAINST" ,"307201" ,"NP" ,121 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"AGAINST" ,"307201" ,"NP" ,10 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"AGAINST" ,"307201" ,"NP" ,2 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"AGAINST" ,"307201" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"CONST AMENDMENT C" ,"307200" ,"NP" ,"AGAINST" ,"307201" ,"NP" ,133 ,
"8" ,4 ,"4.7,4.8" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,142 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"INDEPENDENT AMERICAN" ,"" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"INDEPENDENT AMERICAN" ,"" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"INDEPENDENT AMERICAN" ,"" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"INDEPENDENT AMERICAN" ,"" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"INDEPENDENT AMERICAN" ,"" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,22 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,22 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,3 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,2 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,5 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,142 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BEN J. MATES" ,"300102" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BEN J. MATES" ,"300102" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BEN J. MATES" ,"300102" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BEN J. MATES" ,"300102" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BEN J. MATES" ,"300102" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BRIAN WONNACOTT" ,"300105" ,"DEM" ,8 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BRIAN WONNACOTT" ,"300105" ,"DEM" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BRIAN WONNACOTT" ,"300105" ,"DEM" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BRIAN WONNACOTT" ,"300105" ,"DEM" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BRIAN WONNACOTT" ,"300105" ,"DEM" ,8 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"ZACK STRONG" ,"300103" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"ZACK STRONG" ,"300103" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"ZACK STRONG" ,"300103" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"ZACK STRONG" ,"300103" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"ZACK STRONG" ,"300103" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"JASON CHAFFETZ" ,"300101" ,"REP" ,58 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"JASON CHAFFETZ" ,"300101" ,"REP" ,6 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"JASON CHAFFETZ" ,"300101" ,"REP" ,4 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"JASON CHAFFETZ" ,"300101" ,"REP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"JASON CHAFFETZ" ,"300101" ,"REP" ,68 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"STEPHEN P. TRYON" ,"300104" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"STEPHEN P. TRYON" ,"300104" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"STEPHEN P. TRYON" ,"300104" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"STEPHEN P. TRYON" ,"300104" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"STEPHEN P. TRYON" ,"300104" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Write-in 60" ,"300106" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Write-in 60" ,"300106" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Write-in 60" ,"300106" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Write-in 60" ,"300106" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Write-in 60" ,"300106" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,142 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,1 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,11 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,11 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,55 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,6 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,4 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,65 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"8" ,4 ,"4.7,4.8" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
