"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,503 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRE" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRE" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRE" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRE" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRE" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"UNA" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"UNA" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"UNA" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"UNA" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"UNA" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,18 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,21 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,4 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,323 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,366 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,4 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,5 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,40 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,49 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,3 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,3 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Write-in" ,"300008" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Write-in" ,"300008" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Write-in" ,"300008" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Write-in" ,"300008" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US PRESIDENT" ,"300000" ,"NP" ,"Write-in" ,"300008" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,503 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,21 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,22 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,6 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,7 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,2 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,55 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,70 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,14 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,19 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,2 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,287 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,322 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,3 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,3 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"300056" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"300056" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"300056" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"300056" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"300056" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Registered Voters" ,"" ,"NP" ,503 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"MIA B. LOVE" ,"300251" ,"REP" ,15 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"MIA B. LOVE" ,"300251" ,"REP" ,16 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"MIA B. LOVE" ,"300251" ,"REP" ,2 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"MIA B. LOVE" ,"300251" ,"REP" ,247 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"MIA B. LOVE" ,"300251" ,"REP" ,280 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"JIM L VEIN" ,"300253" ,"LIB" ,7 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"JIM L VEIN" ,"300253" ,"LIB" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"JIM L VEIN" ,"300253" ,"LIB" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"JIM L VEIN" ,"300253" ,"LIB" ,7 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"JIM L VEIN" ,"300253" ,"LIB" ,14 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"JIM MATHESON" ,"300252" ,"DEM" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"JIM MATHESON" ,"300252" ,"DEM" ,10 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"JIM MATHESON" ,"300252" ,"DEM" ,2 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"JIM MATHESON" ,"300252" ,"DEM" ,111 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"JIM MATHESON" ,"300252" ,"DEM" ,123 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Write-in 40" ,"300254" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Write-in 40" ,"300254" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Write-in 40" ,"300254" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Write-in 40" ,"300254" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Write-in 40" ,"300254" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,503 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"PETER S. COOKE" ,"300304" ,"DEM" ,5 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"PETER S. COOKE" ,"300304" ,"DEM" ,6 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"PETER S. COOKE" ,"300304" ,"DEM" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"PETER S. COOKE" ,"300304" ,"DEM" ,50 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"PETER S. COOKE" ,"300304" ,"DEM" ,62 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"KEN LARSEN" ,"300302" ,"LIB" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"KEN LARSEN" ,"300302" ,"LIB" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"KEN LARSEN" ,"300302" ,"LIB" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"KEN LARSEN" ,"300302" ,"LIB" ,6 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"KEN LARSEN" ,"300302" ,"LIB" ,6 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,15 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,16 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,16 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,20 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,3 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,295 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,334 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Write-in 50" ,"300305" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Write-in 50" ,"300305" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Write-in 50" ,"300305" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Write-in 50" ,"300305" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"GOVERNOR " ,"300300" ,"NP" ,"Write-in 50" ,"300305" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,30 ,"FOUNTAIN GREEN" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
