"2" ,10 ,"Beaver Dam/Collinston" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,286 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"CHRISTOPHER STOUT" ,"300453" ,"DEM" ,16 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"CHRISTOPHER STOUT" ,"300453" ,"DEM" ,7 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"CHRISTOPHER STOUT" ,"300453" ,"DEM" ,5 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"CHRISTOPHER STOUT" ,"300453" ,"DEM" ,28 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"VINCENT C. MARCUS " ,"300452" ,"LIB" ,6 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"VINCENT C. MARCUS " ,"300452" ,"LIB" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"VINCENT C. MARCUS " ,"300452" ,"LIB" ,2 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"VINCENT C. MARCUS " ,"300452" ,"LIB" ,8 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"RICHARD K. ELLIS" ,"300451" ,"REP" ,145 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"RICHARD K. ELLIS" ,"300451" ,"REP" ,27 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"RICHARD K. ELLIS" ,"300451" ,"REP" ,7 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"RICHARD K. ELLIS" ,"300451" ,"REP" ,179 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"WARREN ROGERS" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"WARREN ROGERS" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"WARREN ROGERS" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"WARREN ROGERS" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"STATE TREASURER" ,"300450" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,286 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"DeLOY W MECHAM" ,"301302" ,"DEM" ,37 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"DeLOY W MECHAM" ,"301302" ,"DEM" ,14 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"DeLOY W MECHAM" ,"301302" ,"DEM" ,4 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"DeLOY W MECHAM" ,"301302" ,"DEM" ,55 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"RONDA RUDD MENLOVE" ,"301303" ,"REP" ,105 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"RONDA RUDD MENLOVE" ,"301303" ,"REP" ,17 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"RONDA RUDD MENLOVE" ,"301303" ,"REP" ,10 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"RONDA RUDD MENLOVE" ,"301303" ,"REP" ,132 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"BECKY MADDOX" ,"301301" ,"CON" ,30 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"BECKY MADDOX" ,"301301" ,"CON" ,4 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"BECKY MADDOX" ,"301301" ,"CON" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"BECKY MADDOX" ,"301301" ,"CON" ,35 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE HOUSE OF REPRESENTATIVES1" ,"301300" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,286 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"D. ALAN SHAKESPEAR" ,"305052" ,"NP" ,114 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"D. ALAN SHAKESPEAR" ,"305052" ,"NP" ,20 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"D. ALAN SHAKESPEAR" ,"305052" ,"NP" ,8 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"D. ALAN SHAKESPEAR" ,"305052" ,"NP" ,142 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"TAMI W. PYFER" ,"305051" ,"NP" ,42 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"TAMI W. PYFER" ,"305051" ,"NP" ,13 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"TAMI W. PYFER" ,"305051" ,"NP" ,6 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"TAMI W. PYFER" ,"305051" ,"NP" ,61 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"UTAH STATE SCHOOL BOARD OF EDUCATION" ,"305050" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,286 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"STAN SUMMERS" ,"20001" ,"REP" ,158 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"STAN SUMMERS" ,"20001" ,"REP" ,31 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"STAN SUMMERS" ,"20001" ,"REP" ,12 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"STAN SUMMERS" ,"20001" ,"REP" ,201 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,6 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY COMMISSION SEAT C" ,"20000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,7 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"Registered Voters" ,"" ,"NP" ,286 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"YES" ,"305552" ,"NP" ,140 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"YES" ,"305552" ,"NP" ,22 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"YES" ,"305552" ,"NP" ,11 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"YES" ,"305552" ,"NP" ,173 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"NO" ,"305551" ,"NP" ,17 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"NO" ,"305551" ,"NP" ,8 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"NO" ,"305551" ,"NP" ,2 ,
"2" ,30 ,"Bear River East" ,"Judge KEVIN K. ALLEN" ,"305550" ,"NP" ,"NO" ,"305551" ,"NP" ,27 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,286 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"YES" ,"305502" ,"NP" ,134 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"YES" ,"305502" ,"NP" ,24 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"YES" ,"305502" ,"NP" ,10 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"YES" ,"305502" ,"NP" ,168 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"NO" ,"305501" ,"NP" ,23 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"NO" ,"305501" ,"NP" ,7 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"NO" ,"305501" ,"NP" ,3 ,
"2" ,30 ,"Bear River East" ,"Judge JEFFREY R. BURBANK" ,"305500" ,"NP" ,"NO" ,"305501" ,"NP" ,33 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,286 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"NANCY S. KENNEDY" ,"20152" ,"NP" ,85 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"NANCY S. KENNEDY" ,"20152" ,"NP" ,29 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"NANCY S. KENNEDY" ,"20152" ,"NP" ,7 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"NANCY S. KENNEDY" ,"20152" ,"NP" ,121 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"STEVE BROOKS" ,"20151" ,"NP" ,71 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"STEVE BROOKS" ,"20151" ,"NP" ,3 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"STEVE BROOKS" ,"20151" ,"NP" ,7 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"STEVE BROOKS" ,"20151" ,"NP" ,81 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Write-in 30" ,"" ,"NP" ,1 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"2" ,30 ,"Bear River East" ,"BOX ELDER COUNTY SCHOOL BOARD DIST 5" ,"20150" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
