,State House Dist. 53,,,,
,Vote For 1,,,,
,,,TOTAL,,
DEM CHERYL BUTLER,,63,,,
REP KERA BIRKELAND,,175,,,
,County Commissioner C,,,,
,Vote For 1,,,,
,,,TOTAL,,
DEM RALPH B. JOHNSON,,47,,,
REP JONATHAN LEE,,148,,,
Write-In Totals,,42,,,
Write-In: Invalid,,0,,,
Write-In: Andrew (Andy) W. Stokes,,42,,,
Not Assigned,,0,,,
,Assessor,,,,
,Vote For 1,,,,
,,,TOTAL,,
REP KIM A WILSON,,219,,,
,Recorder,,,,
,Vote For 1,,,,
,,,TOTAL,,
REP KRYSTAL G. BUTTERFIELD,,216,,,
Precinct Summary - 11/12/2020     4:00 PM,,,,18, of 20
Report generated with Electionware Copyright © 2007-2019,,,,,
Summary Results Report,,,,OFFICIAL RESULTS,
UT Rich 11/03/2020 General ,,,,,
"November 3, 2020",,,,Rich County,
#5,,,,,
,Treasurer,,,,
,Vote For 1,,,,
,,,TOTAL,,
REP LOUJEAN M. ARGYLE,,218,,,
,School Board Dist. 5,,,,
,Vote For 1,,,,
,,,TOTAL,,
ZACK MCKEE,,136,,,
SCOTT A. TOLENTINO,,85,,,
,John A. Pearce Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,192,,,
NO,,28,,,
,David N. Mortensen Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,188,,,
NO,,32,,,
,Diana Hagen Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,187,,,
NO,,33,,,
,Gregory Keith Orme Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,178,,,
NO,,41,,,
,Jill M. Pohlman Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,184,,,
NO,,36,,,
,Michele M. Christiansen Forster Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,183,,,
NO,,37,,,
,Ryan M. Harris Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,178,,,
NO,,40,,,
Precinct Summary - 11/12/2020     4:00 PM,,,,19, of 20
Report generated with Electionware Copyright © 2007-2019,,,,,
Summary Results Report,,,,OFFICIAL RESULTS,
UT Rich 11/03/2020 General ,,,,,
"November 3, 2020",,,,Rich County,
#5,,,,,
,Kirk M. Morgan Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,189,,,
NO,,30,,,
,Trevor L. Cook Judicial Retention,,,,
,Vote For 1,,,,
,,,TOTAL,,
YES,,186,,,
NO,,34,,,
,Constitutional Amendment A,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,129,,,
AGAINST,,104,,,
,Constitutional Amendment B,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,186,,,
AGAINST,,42,,,
,Constitutional Amendment C,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,187,,,
AGAINST,,43,,,
,Constitutional Amendment D,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,135,,,
AGAINST,,97,,,
,Constitutional Amendment E,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,188,,,
AGAINST,,45,,,
,Constitutional Amendment F,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,146,,,
AGAINST,,81,,,
,Constitutional Amendment G,,,,
,Vote For 1,,,,
,,,TOTAL,,
FOR,,90,,,
AGAINST,,143,,,
Precinct Summary - 11/12/2020     4:00 PM,,,,20, of 20
Report generated with Electionware Copyright © 2007-2019,,,,,
